Name,Location,Year,Car_Age,Price
Skoda Octavia Elegance 2.0 TDI AT,Hyderabad,2014,11,16.0
BMW X3 xDrive20d xLine,Kochi,2017,8,32.78
Hyundai EON Era Plus,Jaipur,2015,10,2.5
Audi A4 35 TDI Technology,Hyderabad,2017,8,43.0
Ford Figo 2015-2019 1.2P Titanium MT,Kochi,2017,8,5.38
Maruti Alto K10 2010-2014 VXI,Hyderabad,2013,12,2.65
Maruti Alto 800 2016-2019 VXI,Hyderabad,2017,8,3.3
Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,2015,10,34.0
Hyundai Santro D Lite,Chennai,2001,24,0.7
Hyundai Xcent 1.1 CRDi S,Kochi,2017,8,6.83
Honda Amaze S i-Dtech,Kochi,2016,9,5.77
Maruti Swift Vdi BSIII,Chennai,2008,17,3.1
Volkswagen Polo 1.2 MPI Comfortline,Mumbai,2017,8,4.95
Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2013,12,16.25
Land Rover Range Rover 3.6 TDV8 Vogue SE,Coimbatore,2012,13,52.54
Mahindra XUV500 W8 2WD,Chennai,2011,14,6.4
Ford Endeavour 2.5L 4X2,Bangalore,2011,14,6.95
Tata Indica V2 DLX,Kolkata,2008,17,0.85
Maruti Baleno Alpha,Chennai,2016,9,6.95
Hyundai Xcent 1.1 CRDi Base,Kolkata,2017,8,3.45
Honda Civic 2006-2010 1.8 S MT,Delhi,2008,17,2.75
Hyundai i20 Sportz Option 1.2,Delhi,2015,10,4.95
Tata Nexon 1.2 Revotron XZ Plus,Coimbatore,2018,7,9.62
Hyundai i20 Sportz 1.2,Coimbatore,2016,9,6.79
Maruti Swift Dzire ZXI,Mumbai,2014,11,4.5
Maruti Wagon R LXI,Kochi,2014,11,3.01
Hyundai i20 Sportz 1.4 CRDi,Bangalore,2012,13,4.4
Toyota Fortuner 4x2 AT,Hyderabad,2012,13,17.49
Hyundai i10 Sportz,Coimbatore,2014,11,4.66
Hyundai Grand i10 Asta,Chennai,2015,10,5.5
Hyundai i20 Asta 1.2,Ahmedabad,2016,9,6.0
Maruti Vitara Brezza ZDi Plus,Kochi,2018,7,10.19
Honda Amaze S i-Dtech,Kochi,2016,9,5.25
Mercedes-Benz M-Class ML 250 CDI,Hyderabad,2014,11,45.0
Hyundai i20 Sportz Diesel,Ahmedabad,2010,15,2.7
Hyundai i10 Era,Coimbatore,2013,12,3.39
Maruti Swift Dzire VDI,Hyderabad,2014,11,5.69
BMW Z4 2009-2013 Roadster 2.5i,Kochi,2018,7,58.54
Maruti Baleno Alpha Diesel,Hyderabad,2017,8,8.4
Chevrolet Beat Diesel,Hyderabad,2012,13,2.5
Honda Brio V MT,Pune,2012,13,3.25
Ford Figo Diesel Titanium,Mumbai,2014,11,3.25
Maruti Celerio VXI AT,Pune,2016,9,4.25
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Jaipur,2014,11,18.5
Honda Brio S MT,Jaipur,2015,10,4.25
Maruti Baleno Alpha CVT,Mumbai,2018,7,8.85
Hyundai EON Sportz,Coimbatore,2014,11,4.14
Toyota Prius 2009-2016 Z4,Mumbai,2011,14,12.75
Hyundai i20 1.4 CRDi Sportz,Hyderabad,2015,10,7.0
Ford Endeavour 3.2 Titanium AT 4X4,Hyderabad,2018,7,33.0
Honda City i-VTEC VX,Ahmedabad,2017,8,10.0
Maruti SX4 ZDI,Kochi,2012,13,3.53
Chevrolet Optra Magnum 1.6 LS Petrol,Jaipur,2007,18,1.35
Volkswagen Vento Diesel Highline,Delhi,2013,12,4.5
Honda City V MT,Pune,2012,13,4.9
Hyundai Creta 1.6 CRDi SX Option,Kochi,2016,9,12.26
Hyundai Xcent 1.1 CRDi SX,Mumbai,2014,11,3.99
Mercedes-Benz GLC 220d 4MATIC Style,Mumbai,2017,8,46.95
Ford Figo Diesel EXI,Hyderabad,2015,10,3.8
Volkswagen Jetta 2007-2011 2.0 TDI Trendline,Ahmedabad,2013,12,6.75
Mahindra TUV 300 2015-2019 T8,Coimbatore,2017,8,8.75
Ford Ecosport 1.5 Ti VCT MT Titanium,Chennai,2013,12,5.2
Hyundai Verna 1.6 SX VTVT (O),Kochi,2017,8,8.42
Hyundai i20 Sportz 1.2,Mumbai,2016,9,5.75
Audi A4 New 2.0 TDI Multitronic,Kolkata,2008,17,9.75
Nissan Micra Active XV S,Delhi,2015,10,3.5
Mercedes-Benz M-Class ML 250 CDI,Jaipur,2014,11,30.0
Land Rover Discovery Sport TD4 S,Delhi,2017,8,35.0
Hyundai Creta 1.6 SX Option Executive,Coimbatore,2018,7,13.25
Skoda Rapid 1.6 TDI Active,Mumbai,2013,12,3.65
Maruti Swift Dzire VDI,Jaipur,2015,10,5.25
Hyundai Creta 1.6 SX,Delhi,2016,9,9.7
Hyundai Grand i10 CRDi Sportz,Coimbatore,2017,8,5.21
Mahindra TUV 300 T8,Pune,2016,9,6.3
Hyundai Grand i10 CRDi Sportz,Kochi,2014,11,4.72
BMW X5 xDrive 30d,Chennai,2011,14,28.0
Maruti Dzire AMT VDI,Coimbatore,2018,7,8.37
Toyota Fortuner 4x4 MT,Delhi,2012,13,14.0
Audi A6 2011-2015 35 TDI Technology,Hyderabad,2015,10,36.0
Honda Jazz 1.5 V i DTEC,Pune,2015,10,6.4
Audi Q7 4.2 TDI Quattro Technology,Coimbatore,2015,10,51.69
Mahindra Scorpio 2009-2014 VLX 2WD 7S BSIV,Jaipur,2014,11,8.0
Chevrolet Cruze LTZ,Hyderabad,2012,13,9.8
Chevrolet Beat Diesel LT,Hyderabad,2012,13,2.7
Audi A4 35 TDI Premium Plus,Coimbatore,2014,11,24.37
Skoda Rapid 1.6 MPI AT Style,Kochi,2018,7,9.72
Maruti Swift Dzire VDI,Pune,2014,11,5.0
Toyota Fortuner 3.0 Diesel,Pune,2009,16,10.5
Maruti Swift VDI,Jaipur,2012,13,3.9
Honda City 1.5 V MT Exclusive,Coimbatore,2012,13,5.65
Mercedes-Benz M-Class ML 250 CDI,Mumbai,2012,13,29.95
Maruti Swift Ldi BSIII,Bangalore,2008,17,3.0
Ford Aspire Titanium Diesel,Kolkata,2017,8,6.0
Hyundai i10 Sportz,Mumbai,2009,16,2.11
Fiat Punto 1.4 Emotion,Kolkata,2010,15,1.49
Maruti Alto LXi,Jaipur,2011,14,1.5
Maruti Swift VXI BSIV,Bangalore,2006,19,2.85
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Coimbatore,2017,8,33.64
Tata Indica V2 DLE BSIII,Hyderabad,2011,14,0.91
Maruti Alto 800 VXI,Jaipur,2014,11,2.42
Skoda Superb 2.8 V6 AT,Kolkata,2005,20,3.25
Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2013,12,2.8
Maruti Dzire AMT ZXI Plus,Coimbatore,2019,6,8.3
Mahindra Scorpio VLX,Bangalore,2010,15,5.25
Maruti Swift Vdi BSIII,Jaipur,2010,15,2.9
BMW 3 Series 320d Prestige,Pune,2013,12,15.0
Tata Nano STD SE,Jaipur,2012,13,0.53
Toyota Innova 2.5 VX (Diesel) 8 Seater,Mumbai,2014,11,12.5
Honda Brio S Option MT,Mumbai,2012,13,2.75
Tata Tiago AMT 1.2 Revotron XZA,Pune,2018,7,5.0
Mahindra Scorpio SLE BSIV,Kochi,2014,11,7.09
BMW 5 Series 2003-2012 525d,Hyderabad,2011,14,19.99
Toyota Corolla Altis D-4D GL,Mumbai,2014,11,10.75
Honda City i VTEC CVT VX,Mumbai,2016,9,9.45
Hyundai Verna CRDi 1.6 SX Option,Hyderabad,2008,17,2.9
Maruti Swift Dzire VDI Optional,Kolkata,2015,10,4.7
Maruti Ciaz ZXi,Coimbatore,2016,9,7.11
Ford Ecosport 1.5 DV5 MT Titanium,Jaipur,2014,11,6.25
Maruti Alto K10 2010-2014 VXI,Hyderabad,2011,14,2.2
Honda Amaze V CVT Petrol,Kochi,2019,6,8.86
Mahindra XUV500 W6 2WD,Delhi,2015,10,9.3
Mahindra TUV 300 2015-2019 T8,Coimbatore,2017,8,7.57
Honda Jazz VX,Chennai,2017,8,7.9
Maruti Swift VXI BSIII W/ ABS,Kochi,2018,7,5.65
Volkswagen Polo Petrol Highline 1.2L,Delhi,2013,12,3.25
Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2019,6,16.27
Chevrolet Beat LS,Coimbatore,2011,14,3.21
Honda Amaze VX i-DTEC,Kolkata,2013,12,3.9
Mercedes-Benz E-Class 230 E AT,Mumbai,2008,17,6.5
BMW 5 Series 530d M Sport,Hyderabad,2016,9,48.0
Audi A3 35 TDI Premium Plus,Mumbai,2016,9,18.9
Maruti Swift Dzire VDI,Pune,2015,10,3.6
Maruti Swift Dzire VDI,Kolkata,2015,10,5.5
Toyota Innova 2.5 V Diesel 7-seater,Pune,2011,14,7.0
BMW X3 xDrive20d,Bangalore,2016,9,41.75
BMW 5 Series 2003-2012 525d,Hyderabad,2007,18,10.5
Mahindra XUV500 W8 2WD,Coimbatore,2014,11,10.09
Honda City 1.5 S MT,Delhi,2009,16,3.0
Force One LX 4x4,Chennai,2014,11,12.0
Volkswagen Polo 1.5 TDI Comfortline,Jaipur,2015,10,4.91
Honda Jazz S,Kolkata,2010,15,2.0
Toyota Etios Liva GD SP,Hyderabad,2015,10,5.3
Nissan Terrano XV Premium 110 PS,Mumbai,2014,11,7.22
BMW X3 xDrive 20d xLine,Kochi,2017,8,32.57
Hyundai i20 1.2 Magna,Mumbai,2010,15,2.75
Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2011,14,3.75
Honda City 1.5 V AT,Kochi,2014,11,5.91
Maruti Swift VDI BSIV,Chennai,2013,12,4.35
Hyundai Grand i10 CRDi SportZ Edition,Delhi,2014,11,3.25
Audi Q7 45 TDI Quattro Technology,Pune,2017,8,68.0
Volkswagen Ameo 1.2 MPI Highline 16 Alloy,Mumbai,2016,9,5.5
Honda City i VTEC CVT VX,Kochi,2018,7,12.08
Maruti Baleno Alpha 1.3,Kochi,2018,7,7.48
Hyundai Grand i10 CRDi Sportz,Jaipur,2016,9,5.5
Maruti Swift Dzire VDi,Jaipur,2011,14,3.5
Maruti Swift 1.3 VXi,Delhi,2006,19,1.6
Land Rover Freelander 2 TD4 HSE,Delhi,2013,12,15.5
Toyota Fortuner 3.0 Diesel,Hyderabad,2013,12,19.0
Honda Jazz VX Diesel,Hyderabad,2017,8,8.4
Maruti Vitara Brezza LDi Option,Pune,2016,9,7.25
Maruti Swift Dzire VDI,Kolkata,2014,11,4.25
Skoda Rapid 1.5 TDI AT Elegance,Delhi,2015,10,5.7
Land Rover Freelander 2 TD4 SE,Hyderabad,2013,12,26.0
Maruti Alto 800 LXI,Hyderabad,2013,12,2.49
Volkswagen Polo Petrol Highline 1.2L,Pune,2011,14,3.0
Honda City i DTEC SV,Delhi,2015,10,5.95
Maruti Swift Dzire LDI,Delhi,2013,12,2.69
Audi A4 2.0 TDI 177 Bhp Technology Edition,Bangalore,2014,11,26.0
Honda City i VTEC VX,Kolkata,2015,10,5.5
Ford Figo Aspire 1.2 Ti-VCT Ambiente,Chennai,2016,9,4.85
Maruti Vitara Brezza LDi,Kochi,2018,7,8.39
Renault Duster 110PS Diesel RxL,Hyderabad,2015,10,7.99
Hyundai i20 Active 1.4 SX,Hyderabad,2016,9,6.95
Mahindra Logan Petrol 1.4 GLE,Mumbai,2010,15,1.5
Honda City ZX GXi,Mumbai,2006,19,1.55
Ford Figo Petrol EXI,Bangalore,2010,15,2.75
Renault Duster Petrol RxL,Mumbai,2014,11,4.25
Hyundai i10 Sportz 1.2,Kolkata,2015,10,2.85
Land Rover Discovery Sport TD4 HSE 7S,Coimbatore,2019,6,56.14
Audi Q5 2008-2012 2.0 TFSI Quattro,Ahmedabad,2009,16,10.0
Maruti Versa DX2 BS II,Mumbai,2003,22,1.25
Maruti Swift Dzire ZDI,Kolkata,2017,8,7.5
Audi A4 2.0 TDI Premium Sport Limited Edition,Coimbatore,2015,10,25.81
Volkswagen Polo 1.2 MPI Comfortline,Ahmedabad,2014,11,4.3
Toyota Fortuner 3.0 Diesel,Chennai,2010,15,11.0
Toyota Fortuner 3.0 Diesel,Jaipur,2010,15,11.75
Honda Accord 2.4 MT,Coimbatore,2012,13,6.58
Maruti Swift ZDi,Chennai,2012,13,4.8
Skoda Fabia 1.2 MPI Classic,Pune,2008,17,1.65
Jeep Compass 2.0 Sport,Kolkata,2017,8,15.0
Tata Nano Twist XT,Ahmedabad,2014,11,1.0
Ford Fiesta 1.6 ZXi ABS,Hyderabad,2007,18,1.65
Maruti Celerio ZDi,Ahmedabad,2015,10,3.6
Toyota Fortuner 3.0 Diesel,Delhi,2011,14,11.5
Maruti Celerio ZDi,Ahmedabad,2015,10,3.6
Hyundai EON Era Plus,Pune,2015,10,3.05
Ford Fiesta Diesel Trend,Bangalore,2011,14,6.0
Volkswagen Polo 1.2 MPI Comfortline,Ahmedabad,2013,12,3.75
Volkswagen Polo 1.2 MPI Comfortline,Coimbatore,2016,9,6.17
Maruti Vitara Brezza ZDi,Coimbatore,2017,8,9.05
Honda Brio S MT,Coimbatore,2013,12,4.05
Maruti Swift Dzire VXi,Pune,2013,12,4.25
Maruti Celerio LXI MT,Kolkata,2018,7,3.75
Hyundai Creta 1.6 SX Plus Petrol Automatic,Mumbai,2016,9,11.85
Ford Ecosport 1.5 DV5 MT Titanium,Kochi,2016,9,8.24
Honda CR-V RVi MT,Jaipur,2008,17,6.5
Land Rover Discovery Sport SD4 HSE Luxury 7S,Coimbatore,2019,6,58.91
Mahindra XUV500 W8 2WD,Delhi,2014,11,8.0
Volkswagen Polo 1.2 MPI Highline,Kochi,2015,10,4.64
Hyundai i10 Magna AT,Kochi,2010,15,3.32
Hyundai i10 Magna 1.2,Chennai,2012,13,2.78
Chevrolet Cruze LTZ AT,Kochi,2016,9,8.95
Mercedes-Benz E-Class E 200 CGI,Mumbai,2013,12,21.95
Hyundai Sonata 2.4 GDI,Ahmedabad,2013,12,7.9
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Kolkata,2007,18,29.0
Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2013,12,3.25
Honda City i VTEC SV,Mumbai,2014,11,5.9
Maruti Vitara Brezza ZDi,Coimbatore,2017,8,9.88
Hyundai Elite i20 Asta Option,Coimbatore,2019,6,8.78
Tata New Safari Dicor EX 4X2,Kolkata,2011,14,2.75
Nissan Sunny 2011-2014 Diesel XL,Kochi,2014,11,5.98
BMW 3 Series 330 Ci Convertible,Delhi,2011,14,31.0
Toyota Corolla 1.8 J,Delhi,2011,14,3.55
Hyundai Verna 1.6 SX,Kochi,2015,10,6.24
Maruti Swift Dzire VDi,Kolkata,2009,16,2.19
Maruti Dzire VDI,Hyderabad,2013,12,5.5
Maruti Alto K10 VXI,Pune,2014,11,2.1
Jaguar XJ 5.0 L V8 Supercharged,Coimbatore,2011,14,50.66
Mercedes-Benz New C-Class 220 CDI AT,Kolkata,2012,13,14.0
Hyundai Verna CRDi 1.6 SX Option,Mumbai,2013,12,5.5
Chevrolet Aveo 1.6 LT,Pune,2007,18,1.2
Maruti Swift VXI BSIV,Hyderabad,2014,11,5.3
Hyundai Verna 1.6 CRDi S,Chennai,2015,10,6.3
Mercedes-Benz GLC 220d Celebration Edition,Kochi,2017,8,40.47
Toyota Fortuner 4x2 Manual,Delhi,2013,12,16.1
Audi Q5 2008-2012 2.0 TDI,Delhi,2014,11,25.0
BMW 3 Series 320d Dynamic,Mumbai,2008,17,7.95
Maruti Alto 800 2016-2019 LXI,Delhi,2016,9,2.65
Maruti Alto K10 2010-2014 VXI,Coimbatore,2012,13,2.81
Audi A4 1.8 TFSI Technology Edition,Hyderabad,2012,13,17.5
Maruti Swift VXi BSIV,Mumbai,2012,13,3.3
Maruti Wagon R VXI,Kochi,2019,6,5.34
Skoda Rapid 1.5 TDI Ambition,Hyderabad,2016,9,8.5
Honda Jazz S,Kochi,2010,15,2.69
Mahindra XUV500 W10 2WD,Ahmedabad,2015,10,11.5
Maruti Ritz VXi,Coimbatore,2011,14,4.06
Mercedes-Benz GLE 250d,Hyderabad,2016,9,49.0
Skoda Rapid 1.6 TDI Ambition,Bangalore,2012,13,4.6
Hyundai Grand i10 CRDi Magna,Delhi,2015,10,3.96
Hyundai Elite i20 Petrol Asta,Mumbai,2015,10,5.6
Tata Zest Quadrajet 1.3 75PS XE,Kolkata,2017,8,3.75
Hyundai i20 Magna 1.4 CRDi,Jaipur,2015,10,5.5
Skoda Rapid 1.6 TDI Elegance,Delhi,2012,13,3.0
Fiat Linea Emotion,Mumbai,2011,14,3.0
Maruti Swift VXI BSIII W/ ABS,Pune,2010,15,2.95
Tata Indica V2 2001-2011 eLS,Hyderabad,2015,10,2.45
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Pune,2012,13,13.99
Mercedes-Benz GLE 350d,Bangalore,2016,9,60.75
Honda City V MT AVN,Chennai,2012,13,4.5
Hyundai i20 Magna,Mumbai,2010,15,2.5
Toyota Fortuner 4x2 Manual,Chennai,2015,10,20.5
Hyundai Grand i10 Magna,Delhi,2014,11,3.9
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Chennai,2009,16,3.5
Ford EcoSport 1.5 Ti VCT AT Titanium,Hyderabad,2016,9,8.3
Hyundai EON Magna Plus,Chennai,2012,13,2.5
Nissan Micra XV CVT,Kolkata,2011,14,2.65
Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,9,7.42
Volkswagen Polo 1.2 MPI Trendline,Kochi,2016,9,4.63
Maruti Alto LXi,Kolkata,2008,17,1.09
Hyundai Verna 1.6 SX,Delhi,2011,14,3.8
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Mumbai,2013,12,15.75
Tata Zest Revotron 1.2 XT,Coimbatore,2015,10,5.27
Honda Brio S Option MT,Mumbai,2012,13,2.75
Honda Jazz VX Diesel,Chennai,2016,9,7.4
Maruti Alto K10 VXI AGS,Jaipur,2017,8,3.9
Maruti Zen VXi - BS III,Jaipur,2000,25,0.7
Hyundai i20 Sportz 1.4 CRDi,Pune,2015,10,5.9
Maruti SX4 S Cross DDiS 320 Zeta,Coimbatore,2016,9,9.58
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Delhi,2014,11,24.95
Chevrolet Enjoy Petrol LS 7 Seater,Kochi,2015,10,4.29
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Delhi,2011,14,11.5
Mahindra XUV500 W4,Mumbai,2016,9,9.65
Hyundai i10 Sportz,Mumbai,2015,10,3.75
Hyundai Getz 1.3 GLS,Pune,2007,18,1.1
Audi Q7 3.0 TDI quattro,Coimbatore,2014,11,31.41
Mahindra Scorpio SLE BSIV,Pune,2012,13,6.0
Honda Jazz 1.2 SV i VTEC,Pune,2016,9,5.55
Tata Safari Storme 2012-2015 EX,Jaipur,2017,8,10.91
Mahindra XUV500 W6 2WD,Kolkata,2014,11,7.25
Volkswagen Polo Diesel Comfortline 1.2L,Hyderabad,2012,13,3.9
Maruti Swift Dzire ZDi,Delhi,2012,13,3.95
Audi Q3 2.0 TDI,Mumbai,2013,12,22.0
Maruti Celerio ZXI,Delhi,2014,11,3.38
Honda City V MT Exclusive,Mumbai,2011,14,3.45
Hyundai i20 1.2 Spotz,Delhi,2016,9,5.75
Renault KWID RXT,Jaipur,2016,9,2.75
Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,6,30.3
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,11,7.5
Hyundai i20 Asta 1.2,Coimbatore,2015,10,6.87
Toyota Innova 2.5 ZX Diesel 7 Seater,Bangalore,2015,10,15.2
Nissan Sunny 2011-2014 Diesel XL,Chennai,2012,13,3.5
Maruti Swift VDI BSIV,Hyderabad,2014,11,5.85
Maruti A-Star Vxi,Hyderabad,2010,15,2.5
Maruti Swift ZXI,Pune,2013,12,3.95
Mercedes-Benz CLA 200 CDI Sport,Jaipur,2017,8,27.0
Maruti Ertiga ZXI,Bangalore,2014,11,6.75
Maruti Wagon R LXI,Jaipur,2007,18,1.5
Volkswagen Polo Diesel Trendline 1.2L,Hyderabad,2012,13,3.9
Ford Ecosport 1.5 DV5 MT Titanium Optional,Hyderabad,2014,11,6.55
Honda City i DTEC VX,Kochi,2017,8,9.44
Toyota Corolla Altis 1.8 GL,Coimbatore,2015,10,10.77
Mahindra XUV500 W8 2WD,Ahmedabad,2014,11,7.5
Maruti Alto 800 2016-2019 VXI,Kolkata,2016,9,3.0
BMW 5 Series 530d M Sport,Chennai,2010,15,11.75
Hyundai EON D Lite Plus,Kochi,2016,9,3.29
Maruti Swift Dzire VDI,Chennai,2016,9,6.5
Audi A4 2.0 TDI,Hyderabad,2011,14,18.0
Skoda Superb Elegance 1.8 TSI AT,Bangalore,2009,16,4.95
Tata Zest Revotron 1.2T XM,Kochi,2015,10,4.52
Force One LX ABS 7 Seating,Kolkata,2014,11,8.0
Honda City i-VTEC VX,Coimbatore,2013,12,6.26
Nissan Sunny 2011-2014 XV,Chennai,2016,9,7.5
Maruti Swift 1.3 LXI,Delhi,2012,13,3.65
Volkswagen Vento Petrol Highline AT,Mumbai,2011,14,3.35
Hyundai Verna 1.6 SX VTVT AT,Mumbai,2014,11,5.5
Hyundai Verna CRDi 1.6 AT SX Plus,Bangalore,2012,13,5.25
Audi A4 2.0 TDI Multitronic,Bangalore,2012,13,16.25
Maruti SX4 Vxi BSIV,Delhi,2009,16,2.7
Ford Endeavour 2.2 Titanium AT 4X2,Chennai,2019,6,32.9
Maruti Swift LXI BSIV,Coimbatore,2008,17,3.41
Hyundai Grand i10 CRDi Magna,Hyderabad,2014,11,4.15
Volkswagen Polo 1.5 TDI Highline,Hyderabad,2014,11,5.9
Mercedes-Benz E-Class 230,Pune,2012,13,11.5
Hyundai i20 Asta 1.2,Kolkata,2015,10,4.75
Maruti Alto K10 VXI AGS,Chennai,2015,10,3.5
Maruti Ertiga VDI,Pune,2014,11,7.25
Maruti Celerio VXI AT,Mumbai,2016,9,4.35
Renault KWID Climber 1.0 AMT,Coimbatore,2018,7,4.99
Mahindra Scorpio SLE BSIV,Bangalore,2013,12,7.65
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,Chennai,2011,14,9.0
Volkswagen Polo Diesel Highline 1.2L,Chennai,2017,8,6.9
Ford Figo Diesel ZXI,Chennai,2011,14,2.9
Nissan Terrano XL Plus 85 PS,Kolkata,2014,11,5.75
Force One LX 4x4,Kolkata,2014,11,8.0
Renault KWID 1.0 RXT Optional AMT,Kochi,2017,8,4.41
Skoda Rapid 1.5 TDI Elegance,Mumbai,2013,12,4.95
Mahindra XUV500 AT W10 FWD,Hyderabad,2016,9,14.4
Ford Figo Diesel Titanium,Chennai,2012,13,2.95
Mahindra Bolero ZLX,Coimbatore,2017,8,8.14
Volkswagen Vento 1.5 TDI Highline,Hyderabad,2016,9,8.45
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Pune,2015,10,12.5
Mahindra XUV500 W8 2WD,Mumbai,2012,13,6.5
Ford Ecosport 1.5 Ti VCT MT Titanium,Coimbatore,2015,10,7.72
Volkswagen Jetta 2012-2014 2.0L TDI Highline AT,Chennai,2011,14,8.0
Tata New Safari DICOR 2.2 VX 4x4,Chennai,2009,16,3.0
BMW 3 Series 330d Convertible,Mumbai,2013,12,29.0
Volkswagen Polo 1.2 MPI Highline,Kolkata,2014,11,4.11
Hyundai i20 Magna Optional 1.2,Coimbatore,2015,10,5.37
Maruti Ertiga ZDI,Mumbai,2013,12,6.55
Honda City i VTEC V,Chennai,2015,10,7.0
Honda City 1.5 S MT,Mumbai,2014,11,5.48
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Kochi,2013,12,6.51
Honda Amaze VX i-DTEC,Pune,2016,9,5.15
Mahindra XUV500 W8 2WD,Hyderabad,2013,12,9.0
Toyota Corolla Altis VL,Mumbai,2008,17,2.75
BMW 3 Series 320d,Bangalore,2012,13,12.5
Ford EcoSport 1.5 Diesel Trend,Kochi,2017,8,7.69
Hyundai i20 Asta Optional with Sunroof 1.2,Kochi,2013,12,4.57
Honda City 1.5 S AT,Mumbai,2013,12,4.5
Maruti Ritz VDI (ABS) BS IV,Hyderabad,2015,10,4.9
Hyundai i10 Era 1.1,Kolkata,2008,17,1.65
Chevrolet Sail 1.2 LS,Mumbai,2015,10,3.25
Hyundai Verna 1.6 SX CRDi (O),Chennai,2012,13,6.25
Hyundai Creta 1.6 SX Option,Kochi,2018,7,12.13
Chevrolet Sail 1.2 LS,Jaipur,2013,12,3.25
Audi Q5 2.0 TDI,Hyderabad,2013,12,29.0
Honda City 1.5 V MT Exclusive,Kochi,2013,12,5.53
Ford EcoSport 1.5 Petrol Titanium,Hyderabad,2017,8,8.75
Audi Q7 3.0 TDI Quattro Premium Plus,Bangalore,2014,11,37.9
Hyundai i10 Magna 1.2,Delhi,2010,15,2.4
Hyundai i20 1.2 Asta,Chennai,2014,11,4.55
Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,2011,14,2.65
Tata Indica V2 eLX,Pune,2017,8,1.6
BMW 5 Series 2010-2013 530d,Coimbatore,2012,13,25.72
Maruti Swift VDI,Ahmedabad,2013,12,4.15
Ford Freestyle Titanium Plus Petrol,Jaipur,2018,7,7.23
Hyundai Verna XXi ABS (Petrol),Bangalore,2008,17,2.6
BMW 3 Series 320d Highline,Mumbai,2008,17,7.25
Toyota Innova 2.5 G4 Diesel 8-seater,Kochi,2017,8,14.29
Mercedes-Benz New C-Class C 250 CDI Elegance,Hyderabad,2011,14,17.25
Hyundai Elantra 1.6 SX,Pune,2013,12,7.5
Maruti Ritz ZDi,Hyderabad,2014,11,4.35
Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,2016,9,8.9
Hyundai Xcent 1.2 Kappa S,Kolkata,2016,9,3.5
Honda City i DTEC V,Kolkata,2014,11,6.1
Renault KWID RXT,Mumbai,2016,9,3.2
Toyota Etios Cross 1.4L VD,Jaipur,2014,11,4.9
Maruti Alto K10 VXI,Kochi,2015,10,3.69
Tata Tiago 1.2 Revotron XM Option,Chennai,2016,9,3.98
Hyundai i20 1.4 CRDi Magna,Kolkata,2013,12,2.95
Audi A4 2.0 TDI,Kochi,2014,11,15.21
Maruti Swift VDI,Hyderabad,2015,10,6.3
Volkswagen Ameo 1.2 MPI Highline,Kochi,2017,8,6.69
Honda BRV i-VTEC V CVT,Mumbai,2017,8,9.5
Hyundai i20 Asta,Mumbai,2009,16,2.65
Hyundai Santa Fe 4X4,Ahmedabad,2012,13,7.5
Honda City 1.5 GXI,Bangalore,2002,23,1.85
Maruti Celerio ZXI Optional AMT,Kochi,2018,7,5.63
Hyundai Creta 1.6 SX,Coimbatore,2018,7,11.78
Tata Indica V2 DL BSIII,Hyderabad,2004,21,0.85
Volkswagen Vento Petrol Highline,Mumbai,2011,14,3.35
Maruti Celerio VXI,Kochi,2015,10,4.11
Mercedes-Benz CLA 200 D Sport Edition,Ahmedabad,2015,10,25.51
Maruti Alto 800 LXI,Jaipur,2017,8,3.1
Ford Endeavour 3.2 Titanium AT 4X4,Delhi,2018,7,33.5
Tata Zest Revotron 1.2T XE,Kolkata,2017,8,4.8
Volkswagen Vento 1.6 Comfortline,Kolkata,2014,11,3.49
Maruti Ertiga ZXI,Mumbai,2012,13,5.15
Mercedes-Benz M-Class ML 350 CDI Corporate,Mumbai,2011,14,14.41
Volkswagen Polo 1.2 MPI Highline,Mumbai,2014,11,4.75
Toyota Fortuner 4x2 AT,Jaipur,2015,10,19.0
Maruti Celerio VXI,Hyderabad,2017,8,4.9
BMW 3 Series 320d Corporate Edition,Chennai,2008,17,6.3
Honda City ZX VTEC,Jaipur,2006,19,2.4
