Unnamed: 0,Name,Location,Year,Kms_Driven,Mileage,Engine_CC,Power_bhp,Seats,Price,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Manual,Owner_Type_Fourth & Above,Owner_Type_Second,Owner_Type_Third,Car_Age
4656,Hyundai Santro Xing GLS,Pune,2010,75000,17.92,1086.0,62.1,5.0,1.7,False,True,True,False,True,False,15
4657,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Delhi,2015,55000,12.0,2987.0,224.0,7.0,52.0,False,False,False,False,False,False,10
4658,Maruti Alto LXi BSII,Pune,2003,69966,19.7,796.0,46.3,5.0,0.95,False,True,True,False,False,False,22
4659,Honda City i VTEC VX Option,Mumbai,2016,42000,17.8,1497.0,117.3,5.0,9.25,False,True,True,False,False,False,9
4660,Hyundai Santa Fe 2WD AT,Bangalore,2014,48000,13.01,2199.0,194.3,7.0,16.25,False,False,False,False,False,False,11
4661,Mercedes-Benz GLA Class 200 CDI SPORT,Kolkata,2015,35000,17.9,2143.0,136.0,5.0,20.99,False,False,False,False,False,False,10
4662,Toyota Innova 2.5 G4 Diesel 8-seater,Chennai,2005,128000,12.8,2494.0,102.0,8.0,4.25,False,False,True,False,True,False,20
4663,BMW 3 Series 320d Sedan,Bangalore,2008,78000,16.07,1995.0,181.0,5.0,7.2,False,False,False,False,True,False,17
4664,Maruti Swift ZXI,Hyderabad,2011,53080,18.6,1197.0,85.8,5.0,4.4,False,True,True,False,False,False,14
4665,Volkswagen Vento Petrol Highline,Pune,2011,66000,15.04,1598.0,103.6,5.0,4.25,False,True,True,False,True,False,14
4666,Maruti Ertiga VXI,Ahmedabad,2012,25000,16.02,1373.0,93.7,7.0,5.35,False,True,True,False,False,False,13
4667,Hyundai Grand i10 AT Asta,Coimbatore,2016,36139,18.9,1197.0,82.0,5.0,6.3,False,True,False,False,True,False,9
4668,Hyundai Creta 1.6 CRDi SX,Delhi,2017,44000,19.67,1582.0,126.2,5.0,12.5,False,False,True,False,False,False,8
4669,Audi A6 3.0 TDI quattro,Ahmedabad,2008,50000,16.77,2967.0,241.38,5.0,7.5,False,False,False,False,True,False,17
4670,Mahindra XUV500 W8 1.99 mHawk,Delhi,2016,81177,16.0,1997.0,140.0,7.0,11.25,False,False,True,False,False,False,9
4671,Ford EcoSport 1.5 Ti VCT AT Titanium BE,Mumbai,2016,26000,16.05,1499.0,110.4,5.0,7.65,False,True,False,False,False,False,9
4672,Hyundai Xcent 1.1 CRDi Base,Mumbai,2016,100000,24.4,1120.0,71.0,5.0,4.5,False,False,True,False,False,False,9
4673,Volkswagen Vento 1.5 TDI Comfortline AT,Hyderabad,2014,75000,21.21,1498.0,103.2,5.0,7.5,False,False,False,False,False,False,11
4674,Mercedes-Benz S-Class 280 AT,Kochi,2004,119859,13.0,2987.0,210.0,5.0,7.1,False,True,False,False,False,False,21
4675,Hyundai i10 Magna,Mumbai,2010,55980,20.36,1197.0,78.9,5.0,2.25,False,True,True,False,False,False,15
4676,Audi A4 35 TDI Technology Edition,Hyderabad,2015,30000,17.11,1968.0,174.33,5.0,27.0,False,False,False,False,False,False,10
4677,Hyundai i20 Sportz 1.4 CRDi,Pune,2012,49700,21.9,1396.0,88.76,5.0,4.18,False,False,True,False,True,False,13
4678,Hyundai Verna 1.4 EX,Chennai,2013,79000,23.5,1396.0,88.7,5.0,6.5,False,False,True,False,False,False,12
4679,Honda City 1.5 V MT,Delhi,2010,65100,17.0,1497.0,118.0,5.0,3.15,False,True,True,False,False,False,15
4680,Maruti Ertiga VDI,Pune,2016,54161,25.47,1248.0,88.5,7.0,7.64,False,False,True,False,False,False,9
4681,Maruti Alto LXi BSII,Hyderabad,2011,28619,19.7,796.0,46.3,5.0,2.4,False,True,True,False,False,False,14
4682,Maruti Wagon R AMT VXI,Mumbai,2016,9000,20.51,998.0,67.0,5.0,4.25,False,True,False,False,False,False,9
4683,Hyundai Verna 1.6 CRDi AT SX,Kochi,2016,42876,19.08,1582.0,126.2,5.0,9.31,False,False,False,False,False,False,9
4684,Maruti Alto LXi BSIII,Bangalore,2011,64000,19.7,796.0,46.3,5.0,2.39,False,True,True,False,False,False,14
4685,Volkswagen Vento 1.6 Comfortline,Kochi,2018,20488,16.09,1598.0,103.5,5.0,7.64,False,True,True,False,True,False,7
4686,Maruti Baleno Zeta 1.2,Delhi,2016,21000,21.4,1197.0,83.1,5.0,6.21,False,True,True,False,False,False,9
4687,Land Rover Freelander 2 TD4 SE,Jaipur,2012,119203,0.0,2179.0,115.0,5.0,16.5,False,False,False,False,False,False,13
4688,Honda CR-V 2.0L 2WD AT,Kochi,2011,55987,13.7,1997.0,153.86,5.0,8.22,False,True,False,False,False,False,14
4689,Toyota Fortuner 2.8 2WD MT,Coimbatore,2017,72668,14.24,2755.0,174.5,7.0,28.85,False,False,True,False,False,False,8
4690,Honda City V AT,Mumbai,2015,32000,15.6,1497.0,116.3,5.0,8.5,False,True,False,False,False,False,10
4691,Mercedes-Benz SLK-Class 55 AMG,Bangalore,2014,3000,12.0,5461.0,421.0,2.0,90.0,False,True,False,False,True,False,11
4692,Honda City i-VTEC S,Mumbai,2015,10400,17.4,1497.0,117.3,5.0,6.51,False,True,True,False,False,False,10
4693,Maruti Swift VDI,Mumbai,2013,35000,22.9,1248.0,74.0,5.0,4.65,False,False,True,False,False,False,12
4694,Toyota Corolla Altis 2008-2013 1.8 VL AT,Kochi,2013,55101,14.53,1794.0,138.1,5.0,8.4,False,True,False,False,False,False,12
4695,Toyota Etios Cross 1.4L VD,Bangalore,2014,57464,23.59,1364.0,67.06,5.0,5.75,False,False,True,False,False,False,11
4696,Maruti Wagon R LX,Jaipur,2006,110000,18.9,998.0,67.1,5.0,1.11,False,True,True,False,False,False,19
4697,Fiat Punto 1.2 Dynamic,Kochi,2017,17941,15.7,,,5.0,3.93,False,True,True,False,False,False,8
4698,Mercedes-Benz E-Class 2015-2017 E 200 CGI,Mumbai,2014,72000,12.0,1991.0,184.0,5.0,17.25,False,True,False,False,False,False,11
4699,Jaguar XF Aero Sport Edition,Delhi,2012,16000,16.36,2179.0,187.7,5.0,32.0,False,False,False,False,False,False,13
4700,Hyundai i20 Sportz Petrol,Kochi,2011,62020,17.0,1197.0,80.0,5.0,3.45,False,True,True,False,False,False,14
4701,Land Rover Freelander 2 SE,Pune,2014,85000,12.39,2179.0,147.51,5.0,23.0,False,False,False,False,True,False,11
4702,Hyundai Elite i20 Petrol Sportz,Kochi,2018,14223,18.6,1197.0,81.86,5.0,7.32,False,True,True,False,False,False,7
4703,Honda Amaze S i-Vtech,Jaipur,2014,41210,18.0,1198.0,86.7,5.0,4.4,False,True,True,False,False,False,11
4704,Mercedes-Benz M-Class ML 350 4Matic,Bangalore,2015,20000,0.0,2987.0,165.0,5.0,47.35,False,False,False,False,False,False,10
4705,Maruti Alto 800 VXI,Coimbatore,2016,18043,22.74,796.0,47.3,5.0,4.12,False,True,True,False,False,False,9
4706,Toyota Innova Crysta 2.8 ZX AT,Chennai,2016,80000,11.36,2755.0,171.5,7.0,19.5,False,False,False,False,False,False,9
4707,Hyundai Grand i10 AT Asta,Hyderabad,2016,21000,18.9,1197.0,82.0,5.0,6.2,False,True,False,False,False,False,9
4708,BMW X3 xDrive30d M Sport,Bangalore,2016,49000,16.55,2993.0,258.0,5.0,45.0,False,False,False,False,False,False,9
4710,Hyundai i20 Magna,Chennai,2010,95000,18.5,1197.0,80.0,5.0,2.8,False,True,True,False,True,False,15
4711,Hyundai Grand i10 AT Asta,Pune,2015,32000,18.9,1197.0,82.0,5.0,4.8,False,True,False,False,False,False,10
4712,Hyundai Santro Xing XG,Pune,2003,80000,17.0,,,5.0,0.9,False,True,True,False,True,False,22
4713,Ford Fiesta 1.5 TDCi Titanium,Hyderabad,2014,122800,25.01,1498.0,89.75,5.0,5.65,False,False,True,False,False,False,11
4715,Maruti Swift Dzire VDI,Ahmedabad,2015,69000,26.59,1248.0,74.0,5.0,5.9,False,False,True,False,False,False,10
4716,Toyota Etios VXD,Pune,2015,65000,23.59,1364.0,67.04,5.0,5.0,False,False,True,False,True,False,10
4717,Hyundai Xcent 1.2 Kappa Base,Ahmedabad,2015,23000,19.1,1197.0,82.0,5.0,4.9,False,True,True,False,False,False,10
4718,Honda Civic 2006-2010 1.8 S MT,Ahmedabad,2009,70000,13.5,1799.0,130.0,5.0,4.25,False,True,True,False,False,False,16
4719,Toyota Innova 2.5 GX (Diesel) 8 Seater,Chennai,2014,250000,12.99,2494.0,100.6,8.0,10.9,False,False,True,False,False,False,11
4720,Hyundai Accent GLE,Delhi,2012,56000,13.2,1495.0,94.0,5.0,2.45,False,True,True,False,False,False,13
4721,Maruti Alto 800 LXI,Pune,2013,30000,22.74,796.0,47.3,5.0,2.5,False,True,True,False,False,False,12
4722,Mercedes-Benz SL-Class SL 500,Kolkata,2010,35000,8.1,5461.0,387.3,2.0,29.5,False,True,False,False,False,False,15
4723,Ford Ecosport 1.5 DV5 MT Titanium Optional,Jaipur,2013,92250,22.7,1498.0,89.84,5.0,5.75,False,False,True,False,True,False,12
4724,Hyundai Xcent 1.2 VTVT E,Pune,2018,40000,20.14,1197.0,81.86,5.0,5.0,False,True,True,False,False,False,7
4725,Skoda Rapid 1.6 MPI AT Ambition Plus,Kochi,2014,96848,14.3,1598.0,103.6,5.0,4.62,False,True,False,False,False,False,11
4726,Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,2016,42000,15.73,1968.0,174.33,5.0,23.5,False,False,False,False,False,False,9
4727,Mahindra XUV500 W8 2WD,Kolkata,2013,55886,16.0,2179.0,140.0,7.0,7.25,False,False,True,False,False,False,12
4728,Hyundai Verna VTVT 1.6 SX Option,Kochi,2019,12336,17.0,1591.0,121.3,5.0,11.88,False,True,True,False,False,False,6
4729,Hyundai Verna Xi (Petrol),Chennai,2009,60000,13.9,1599.0,103.2,5.0,2.25,False,True,True,False,False,True,16
4730,Ford Ikon 1.6 CLXI,Pune,2003,83000,14.2,1597.0,92.0,5.0,0.85,False,True,True,False,True,False,22
4731,Nissan Micra Active XV,Pune,2018,24000,19.69,1198.0,67.04,5.0,4.0,False,True,True,False,False,False,7
4732,Honda Brio VX AT,Pune,2016,32198,16.5,1198.0,86.8,5.0,5.1,False,True,False,False,False,False,9
4733,Toyota Innova 2.5 GX (Diesel) 7 Seater,Hyderabad,2014,92247,12.99,2494.0,100.6,7.0,12.5,False,False,True,False,False,False,11
4734,Volkswagen Vento 1.5 TDI Highline,Chennai,2011,121311,20.64,1498.0,108.5,5.0,2.9,False,False,True,False,False,False,14
4735,Mahindra XUV500 W10 AWD,Coimbatore,2016,66296,16.0,2179.0,140.0,7.0,15.96,False,False,True,False,False,False,9
4736,Hyundai Xcent 1.2 Kappa AT SX Option,Mumbai,2015,41000,16.9,1197.0,82.0,5.0,5.45,False,True,False,False,False,False,10
4737,Ford Endeavour 2.2 Trend MT 4X4,Kochi,2017,38681,13.5,2198.0,157.7,7.0,23.86,False,False,True,False,False,False,8
4738,Chevrolet Spark 1.0 LT,Kochi,2008,43761,18.0,995.0,62.0,5.0,1.75,False,True,True,False,False,False,17
4739,Maruti Ertiga SHVS VDI,Hyderabad,2017,17400,24.52,1248.0,88.5,7.0,9.75,False,False,True,False,False,False,8
4740,Honda Amaze S i-Dtech,Bangalore,2013,61510,25.8,1498.0,98.6,5.0,4.75,False,False,True,False,False,False,12
4741,Honda City i VTEC S,Delhi,2014,60000,17.4,1497.0,117.3,5.0,6.25,False,True,True,False,False,False,11
4742,Mini Cooper Countryman D,Bangalore,2014,35165,23.8,1998.0,112.0,5.0,22.0,False,False,False,False,True,False,11
4743,Toyota Corolla Altis 2008-2013 1.8 VL AT,Kochi,2016,41617,14.53,1794.0,138.1,5.0,14.14,False,True,False,False,False,False,9
4745,Skoda Superb Elegance 1.8 TSI AT,Delhi,2014,65000,13.7,1798.0,157.75,5.0,11.95,False,True,False,False,False,False,11
4746,Maruti Wagon R LXI BS IV,Delhi,2011,68000,18.9,998.0,67.1,5.0,2.5,False,True,True,False,False,False,14
4747,Hyundai i10 Era 1.1,Mumbai,2013,49000,19.81,1086.0,68.05,5.0,2.75,False,True,True,False,False,False,12
4748,Tata Tiago 1.2 Revotron XT Option,Coimbatore,2019,16698,23.84,1199.0,84.0,5.0,5.85,False,True,True,False,False,False,6
4749,Maruti Baleno Zeta 1.2,Ahmedabad,2016,30965,21.4,1197.0,83.1,5.0,6.25,False,True,True,False,False,False,9
4750,Volkswagen Vento 1.6 Highline,Mumbai,2014,56058,15.04,1598.0,103.2,5.0,4.95,False,True,True,False,False,False,11
4751,Hyundai Grand i10 1.2 Kappa Sportz Option,Pune,2017,15356,18.9,1197.0,81.86,5.0,4.75,False,True,True,False,False,False,8
4752,Ford Figo Diesel EXI,Delhi,2013,54000,20.0,1399.0,68.05,5.0,2.55,False,False,True,False,False,False,12
4753,Honda Civic 2010-2013 1.8 V AT Sunroof,Pune,2011,47000,13.9,1799.0,130.3,5.0,4.5,False,True,False,False,True,False,14
4754,Maruti Alto 800 LXI,Kochi,2015,21652,22.74,796.0,47.3,5.0,3.01,False,True,True,False,False,False,10
4755,Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,Hyderabad,2016,52000,15.68,1999.0,177.0,5.0,42.0,False,False,False,False,False,False,9
4756,Audi A6 2.7 TDI,Kolkata,2010,35010,12.4,2698.0,179.5,5.0,11.5,False,False,False,False,False,False,15
4757,Mercedes-Benz E-Class 280 CDI,Hyderabad,2006,76662,11.0,2987.0,198.5,5.0,10.99,False,False,False,False,False,False,19
4758,Honda City 1.5 V AT Exclusive,Jaipur,2009,89000,17.0,1497.0,118.0,5.0,3.71,False,True,False,False,False,False,16
4759,Honda CR-V 2.4 4WD AT,Jaipur,2006,80000,10.1,2354.0,152.0,5.0,2.0,False,True,False,False,False,True,19
4760,Maruti Ciaz 1.3 Alpha,Kochi,2018,39023,28.09,1248.0,88.5,5.0,9.48,False,False,True,False,False,False,7
4761,Maruti Wagon R LXI,Jaipur,2004,62000,18.9,998.0,67.1,5.0,1.25,False,True,True,False,True,False,21
4762,Hyundai Creta 1.6 CRDi SX Option,Jaipur,2015,78046,19.67,1582.0,126.2,5.0,10.9,False,False,True,False,False,False,10
4763,Maruti Ciaz VDi Plus SHVS,Kolkata,2015,34400,28.09,1248.0,88.5,5.0,5.5,False,False,True,False,False,False,10
4764,Hyundai EON D Lite Plus,Coimbatore,2016,64624,21.1,814.0,55.2,5.0,3.71,False,True,True,False,False,False,9
4765,Maruti Ertiga VXI,Mumbai,2014,69192,16.02,1373.0,93.7,7.0,6.25,False,True,True,False,False,False,11
4766,Volkswagen Vento Diesel Highline,Chennai,2012,55000,20.54,1598.0,103.6,5.0,4.9,False,False,True,False,False,False,13
4767,Honda City 1.5 GXI,Mumbai,2005,81000,12.8,1493.0,100.0,5.0,1.1,False,True,True,False,True,False,20
4768,Volkswagen Polo Petrol Trendline 1.2L,Kochi,2016,36733,16.47,1198.0,73.9,5.0,4.72,False,True,True,False,False,False,9
4770,Mercedes-Benz GLA Class 200 CDI,Mumbai,2016,43022,17.9,2143.0,136.0,5.0,24.85,False,False,False,False,False,False,9
4771,Hyundai Santa Fe 4X2,Jaipur,2013,74000,14.66,2199.0,194.3,7.0,12.25,False,False,True,False,False,False,12
4772,Maruti Swift VDI,Kolkata,2014,47000,22.9,1248.0,74.0,5.0,3.9,False,False,True,False,False,False,11
4773,Hyundai Elite i20 Sportz Plus,Kochi,2017,37460,18.6,1197.0,81.86,5.0,6.28,False,True,True,False,False,False,8
4774,Mahindra Xylo E8 BS IV,Mumbai,2011,130000,14.0,2498.0,112.0,8.0,2.75,False,False,True,False,False,False,14
4775,Hyundai Grand i10 Asta Option,Coimbatore,2017,31576,18.9,1197.0,82.0,5.0,7.85,False,True,True,False,False,False,8
4776,Volkswagen Vento Petrol Highline,Mumbai,2011,66000,15.04,1598.0,103.6,5.0,2.95,False,True,True,False,False,False,14
4777,Honda Accord 2.4 A/T,Mumbai,2008,79000,11.7,2354.0,177.6,5.0,4.85,False,True,False,False,True,False,17
4778,Mercedes-Benz S-Class S 350 d,Bangalore,2011,47140,13.5,2925.0,281.61,5.0,30.0,False,False,False,False,True,False,14
4779,Mercedes-Benz B Class B200 CDI,Bangalore,2016,36610,15.0,2143.0,107.3,5.0,19.9,False,False,False,False,False,False,9
4780,Hyundai Creta 1.6 SX Option Diesel,Bangalore,2016,93000,20.5,1582.0,126.2,5.0,10.8,False,False,True,False,False,False,9
4781,Maruti Alto LXI,Hyderabad,2007,52195,19.7,796.0,46.3,5.0,1.75,False,True,True,False,False,False,18
4782,Audi A3 35 TDI Premium,Mumbai,2016,20003,20.38,1968.0,143.0,5.0,19.25,False,False,False,False,False,False,9
4783,Renault Duster 85PS Diesel RxL,Delhi,2013,66314,19.87,1461.0,83.8,5.0,5.5,False,False,True,False,False,False,12
4784,Ford Fiesta 1.4 ZXi TDCi ABS,Chennai,2009,76000,17.8,1399.0,68.0,5.0,2.75,False,False,True,False,False,False,16
4785,Hyundai Creta 1.6 SX Plus Diesel,Bangalore,2015,29000,19.67,1582.0,126.2,5.0,13.0,False,False,True,False,False,False,10
4786,Ford Figo Diesel ZXI,Mumbai,2011,30000,20.0,1399.0,68.0,5.0,3.2,False,False,True,False,False,False,14
4787,Volkswagen Polo Petrol Highline 1.6L,Coimbatore,2013,56526,15.26,1598.0,103.5,5.0,5.84,False,True,True,False,False,False,12
4788,Volvo V40 D3 R Design,Hyderabad,2015,38000,16.8,1969.0,150.0,5.0,24.0,False,False,False,False,True,False,10
4789,Hyundai Verna SX CRDi AT,Chennai,2012,41000,19.08,1582.0,126.32,5.0,6.25,False,False,False,False,False,False,13
4790,BMW 7 Series 2007-2012 730Ld,Hyderabad,2009,53000,14.49,2993.0,258.0,5.0,36.0,False,False,False,False,False,False,16
4791,Mitsubishi Lancer GLXD,Chennai,2003,125000,14.8,1998.0,68.0,5.0,3.0,False,False,True,False,False,True,22
4792,Toyota Fortuner 3.0 Diesel,Chennai,2010,242000,11.5,2982.0,171.0,7.0,11.0,False,False,True,False,False,False,15
4793,Maruti Ciaz VDi Plus,Chennai,2015,90000,26.21,1248.0,88.5,5.0,6.5,False,False,True,False,False,False,10
4794,Maruti Vitara Brezza VDi Option,Hyderabad,2018,11000,24.3,1248.0,88.5,5.0,9.4,False,False,True,False,False,False,7
4795,BMW 3 Series Luxury Line,Kochi,2018,21936,21.76,1995.0,190.0,5.0,37.92,False,False,False,False,False,False,7
4796,Volkswagen Vento Petrol Highline AT,Pune,2013,41000,14.4,1598.0,103.6,5.0,5.25,False,True,False,False,False,False,12
4797,Hyundai i20 1.2 Asta,Chennai,2011,47000,17.0,1197.0,80.0,5.0,4.5,False,True,True,False,False,False,14
4798,BMW X5 3.0d,Chennai,2009,110000,11.0,2993.0,235.0,5.0,18.0,False,False,False,False,False,False,16
4799,Hyundai Xcent 1.2 Kappa S,Coimbatore,2015,45960,19.1,1197.0,82.0,5.0,5.56,False,True,True,False,False,False,10
4800,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Bangalore,2013,48000,14.21,2143.0,203.0,5.0,22.0,False,False,False,False,False,False,12
4801,Land Rover Freelander 2 SE,Hyderabad,2011,68000,12.39,2179.0,147.51,5.0,22.0,False,False,False,False,False,False,14
4802,Hyundai i10 Magna,Mumbai,2011,41000,20.36,1197.0,78.9,5.0,2.65,False,True,True,False,False,False,14
4803,Hyundai Verna 1.6 SX CRDi (O),Jaipur,2013,69573,22.32,1582.0,126.32,5.0,5.85,False,False,True,False,True,False,12
4804,Volkswagen Jetta 2012-2014 2.0L TDI Highline,Chennai,2012,115000,19.33,1968.0,138.1,5.0,6.95,False,False,True,False,False,False,13
4805,Mahindra XUV500 W8 2WD,Kolkata,2012,47629,15.1,2179.0,140.0,7.0,6.5,False,False,True,False,False,False,13
4806,Maruti Omni 8 Seater BSII,Jaipur,2004,66624,19.7,796.0,35.0,8.0,0.85,False,True,True,False,False,True,21
4807,Skoda Superb Style 1.8 TSI AT,Delhi,2013,80000,14.67,1798.0,177.46,5.0,7.25,False,True,False,False,True,False,12
4808,Maruti Swift VDI,Pune,2012,94868,22.9,1248.0,74.0,5.0,4.5,False,False,True,False,False,False,13
4809,Mahindra Scorpio 2.6 LX,Mumbai,2010,76477,10.5,2179.0,120.0,8.0,4.25,False,False,True,False,False,False,15
4810,Mercedes-Benz GLA Class 200 Sport Edition,Chennai,2016,28000,13.7,1991.0,183.0,5.0,26.0,False,True,False,False,False,False,9
4811,Mahindra Thar CRDe,Coimbatore,2017,28599,16.55,2498.0,105.0,6.0,9.66,False,False,True,False,False,False,8
4812,Renault Duster 110PS Diesel RxZ,Bangalore,2013,45348,19.01,1461.0,108.45,5.0,6.85,False,False,True,False,True,False,12
4813,Audi Q5 2008-2012 2.0 TDI,Coimbatore,2013,80127,12.8,1968.0,167.6,5.0,23.68,False,False,False,False,False,False,12
4814,Land Rover Freelander 2 SE,Delhi,2013,68000,12.39,2179.0,147.51,5.0,15.75,False,False,False,False,True,False,12
4815,Volkswagen Vento Diesel Comfortline,Pune,2012,75000,20.54,1598.0,103.6,5.0,3.5,False,False,True,False,False,True,13
4816,BMW 5 Series 2003-2012 540i Sedan,Delhi,2006,48000,11.62,2979.0,306.0,5.0,6.99,False,True,False,False,True,False,19
4817,Hyundai Elantra CRDi SX,Coimbatore,2019,41871,22.7,1582.0,126.2,5.0,15.57,False,False,True,False,False,False,6
4818,Tata Sumo EX,Coimbatore,2015,84931,15.3,2956.0,83.8,7.0,5.29,False,False,True,False,False,False,10
4819,Datsun redi-GO T,Kolkata,2016,15000,22.7,799.0,53.64,5.0,2.25,False,True,True,False,False,False,9
4820,BMW X5 xDrive 30d,Chennai,2009,110000,11.7,2993.0,245.0,5.0,20.0,False,False,False,False,False,False,16
4821,BMW 6 Series 630i Coupe,Mumbai,2011,5900,7.94,4395.0,450.0,4.0,47.5,False,True,False,False,False,False,14
4822,Maruti Alto Vxi 1.1,Chennai,2002,103653,18.9,1061.0,47.0,5.0,1.22,False,True,True,False,True,False,23
4823,Volkswagen Polo Petrol Comfortline 1.2L,Chennai,2012,64806,16.47,1198.0,73.9,5.0,3.65,False,True,True,False,False,False,13
4824,Datsun GO Plus A,Pune,2016,35000,20.62,1198.0,67.0,7.0,3.1,False,True,True,False,False,False,9
4825,Hyundai Creta 1.6 VTVT S,Bangalore,2016,40000,15.29,1591.0,121.3,5.0,11.5,False,True,True,False,False,False,9
4826,Maruti Alto K10 VXI,Kochi,2015,23876,24.07,998.0,67.1,5.0,3.46,False,True,True,False,False,False,10
4827,Hyundai Santa Fe 4X4,Coimbatore,2013,67901,14.66,2199.0,194.3,7.0,8.38,False,False,True,False,False,False,12
4828,Volkswagen Polo GT TDI,Pune,2014,68865,15.11,1598.0,103.6,5.0,4.8,False,False,True,False,False,False,11
4829,Honda Amaze S i-Dtech,Pune,2014,71000,25.8,1498.0,98.6,5.0,4.5,False,False,True,False,True,False,11
4831,Maruti Swift VDI,Kolkata,2014,25000,22.9,1248.0,74.0,5.0,3.95,False,False,True,False,False,False,11
4832,Skoda Rapid 1.6 TDI Ambition,Hyderabad,2012,180000,20.5,1598.0,103.5,5.0,3.65,False,False,True,False,False,False,13
4833,Mercedes-Benz E-Class 280 CDI,Mumbai,2005,131000,11.0,2987.0,198.5,5.0,10.0,False,False,False,False,False,False,20
4834,Mahindra Scorpio SLE BSIV,Delhi,2011,65000,12.05,2179.0,120.0,8.0,4.0,False,False,True,False,True,False,14
4835,Nissan Sunny 2011-2014 Diesel XL,Hyderabad,2012,117777,21.64,1461.0,84.8,5.0,4.75,False,False,True,False,False,False,13
4836,Maruti Swift Dzire VXi,Bangalore,2009,65000,17.5,1298.0,85.8,5.0,3.1,False,True,True,False,True,False,16
4837,Hyundai EON Sportz,Kochi,2017,46897,21.1,814.0,55.2,5.0,3.61,False,True,True,False,False,False,8
4838,Honda Brio S MT,Coimbatore,2015,36695,19.4,1198.0,86.8,5.0,4.29,False,True,True,False,False,False,10
4839,Nissan Micra XV Primo,Kolkata,2011,43000,18.06,1198.0,75.0,5.0,2.13,False,True,True,False,False,False,14
4840,Maruti Alto LXi BSII,Mumbai,2008,54000,19.7,796.0,46.3,5.0,1.1,False,True,True,False,False,False,17
4841,BMW 3 Series 320d,Hyderabad,2011,89000,22.69,1995.0,190.0,5.0,13.95,False,False,False,False,False,False,14
4842,Volkswagen Polo 1.2 MPI Highline,Mumbai,2014,7000,16.47,1198.0,74.0,5.0,5.35,False,True,True,False,False,False,11
4843,Maruti Celerio LXI,Hyderabad,2014,58470,23.1,998.0,67.04,5.0,3.9,False,True,True,False,False,False,11
4844,Maruti Wagon R VXI 1.2,Kolkata,2014,37000,21.5,1197.0,81.8,5.0,2.8,False,True,True,False,False,False,11
4845,Maruti Ciaz ZDi Plus,Mumbai,2016,29000,26.21,1248.0,88.5,5.0,8.75,False,False,True,False,False,False,9
4846,Audi A4 2.0 TDI,Hyderabad,2013,52000,16.55,1968.0,147.51,5.0,19.5,False,False,False,False,False,False,12
4847,Honda Brio S MT,Kolkata,2013,32807,19.4,1198.0,86.8,5.0,2.75,False,True,True,False,False,False,12
4848,Mahindra Scorpio VLX 2WD AT BSIV,Hyderabad,2013,86000,11.79,2179.0,120.0,8.0,8.0,False,False,False,False,False,False,12
4849,Honda City i DTEC V,Delhi,2014,66500,26.0,1498.0,98.6,5.0,5.7,False,False,True,False,False,False,11
4850,BMW X1 sDrive20d,Ahmedabad,2012,94000,17.05,1995.0,184.0,5.0,12.5,False,False,False,False,False,False,13
4851,Chevrolet Spark 1.0 LT,Chennai,2011,29000,18.0,995.0,62.0,5.0,1.75,False,True,True,False,True,False,14
4852,Ford Figo Diesel EXI,Chennai,2010,107389,20.0,1399.0,68.0,5.0,1.9,False,False,True,False,True,False,15
4853,Maruti Swift VXI BSIV,Ahmedabad,2015,36100,20.4,1197.0,81.8,5.0,4.5,False,True,True,False,False,False,10
4854,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Mumbai,2015,16329,19.27,2143.0,170.0,5.0,30.3,False,False,False,False,False,False,10
4855,Skoda Octavia Elegance 2.0 TDI AT,Hyderabad,2014,36000,19.3,1968.0,141.0,5.0,16.0,False,False,False,False,False,False,11
4856,BMW X3 xDrive20d xLine,Kochi,2017,41816,18.56,1995.0,190.0,5.0,32.78,False,False,False,False,False,False,8
4857,Hyundai EON Era Plus,Jaipur,2015,54680,21.1,814.0,55.2,5.0,2.5,False,True,True,False,False,False,10
4858,Audi A4 35 TDI Technology,Hyderabad,2017,14000,18.25,1968.0,187.74,5.0,43.0,False,False,False,False,False,False,8
4859,Ford Figo 2015-2019 1.2P Titanium MT,Kochi,2017,23977,18.16,1196.0,86.8,5.0,5.38,False,True,True,False,False,False,8
4860,Maruti Alto K10 2010-2014 VXI,Hyderabad,2013,30131,20.92,998.0,67.1,5.0,2.65,False,True,True,False,False,False,12
4861,Maruti Alto 800 2016-2019 VXI,Hyderabad,2017,2530,24.7,796.0,47.3,5.0,3.3,False,True,True,False,False,False,8
4862,Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,2015,39000,19.27,2143.0,167.62,5.0,34.0,False,False,False,False,False,False,10
4863,Hyundai Santro D Lite,Chennai,2001,140000,20.3,1086.0,68.0,5.0,0.7,False,True,True,False,False,True,24
4864,Hyundai Xcent 1.1 CRDi S,Kochi,2017,32257,24.4,1120.0,71.0,5.0,6.83,False,False,True,False,False,False,8
4865,Honda Amaze S i-Dtech,Kochi,2016,46983,25.8,1498.0,98.6,5.0,5.77,False,False,True,False,False,False,9
